"site_ids","last_data_timestamp","type0_oem_siteId","type0_oem_name","type1_oem_name","type1_oem_siteId","customer_name","customer_email","site_address","state","installer_name","isTPORegistered","isVppRegistered","isLeapRegistered","leap_meter_id","wMaxRtg","system_size_kw","productInfo_prodCode","productInfo_prodMfr","productInfo_prodType","productInfo_prodName","productInfo_prodSubType","has_battery","account_number","APP_TPO_AccountId","system_status_1h_online"
"400005690","","d45c9f12-61f9-4d3a-a630-3522704ce646","Tesla","","","Chivate Yogesh","yogesh@yopmail.com","31755 Alvarado Blvd AV Union City CA 94587","CA","Demo Installer","True","True","False","","325","6.02","ENPHASE_ENERGY_INC_-IQ8M_72_M_US__240V_","Enphase Energy Inc.","MicroInverter","IQ8M-72-M-US [240V]","","No","Tesla_TEST_AVAI_AD_0016","","offline"
"200000458","","200000458","Qcells","","","","","1515 Wyatt Dr Santa Clara CA 95054","CA","","","False","False","","","","","","","","","No","200000458","","offline"
"100000425","","100000425","Qcells","","","","","Warburton Avenue Santa Clara CA 06766","CA","","False","False","False","","","","","","","","","No","100000425","","offline"
"300000125","","300000125","Qcells","","","","","501 2nd St San Francisco CA 94107","CA","","","False","False","","","","","","","","","No","APPTPO-AMAN-ONM","","offline"
"400002145","","123456","Enphase","","","","","407 Arvin St Bakersfield CA 93308","CA","","","True","False","","","","","","","","","No","APPTPO-2505712044","2505712044","offline"
"400005755","","d45c9f12-61f9-4d3a-a630-3522704ce646","Tesla","Qcells","SS20240612","Chivate Yogesh","yogesh@yopmail.com","31755 Alvarado Blvd AV Union City CA 94587","CA","Demo Installer","True","True","False","","325","6.02","ENPHASE_ENERGY_INC_-IQ8M_72_M_US__240V_","Enphase Energy Inc.","MicroInverter","IQ8M-72-M-US [240V]","","No","Tesla_TEST_AVAI_AD_0081","","offline"
"400005920","","123e4567-e89b-12d3-a456-426614174000","Tesla","","","Maharshi test","maharshitestetetu101_01@yopmail.com","2652 SW 29th Ave Cape Coral FL 33914","FL","3I Atlas","True","False","False","","349","10.75","QCELLS-Q_MI_349B_G1__240V_","Qcells","MicroInverter","Q.MI.349B-G1 [240V]","","No","APPTPO-2026052001","2026052001","offline"
"123000014","","123000014","Qcells","","","","","501 2nd ST Port St. Lucie FL 34953","FL","","","False","False","","","","","","","","","No","ASSET-20240219-C684","","offline"
"400005703","","d45c9f12-61f9-4d3a-a630-3522704ce646","Tesla","","","Chivate Yogesh","yogesh@yopmail.com","31755 Alvarado Blvd AV Union City CA 94587","CA","Demo Installer","True","True","False","","325","6.02","ENPHASE_ENERGY_INC_-IQ8M_72_M_US__240V_","Enphase Energy Inc.","MicroInverter","IQ8M-72-M-US [240V]","","No","Tesla_TEST_AVAI_AD_0027","","offline"
"200000554","","200000554","Qcells","","","","","345 E 24th St New York NY 10010","NY","Qcells","False","False","False","","","","","","","","","No","200000554","","offline"
"129909244","","129909244","Qcells","","","","","18089 Lake Encino Dr Los Angeles CA 91316","CA","","","False","False","","","","","","","","","No","APPTPO-2511180107","2511180107","offline"
"400005370","","SS188K901J","Qcells","","","","","501 2nd St San Francisco CA 94102","CA","","","False","False","","","","","","","","","No","ASSET-20250120-C601","","offline"
"400003402","","0000000","Enphase","","","","","900 Marry St San Jose CA 95138","CA","","","False","False","","","","","","","","","No","APPTPO-Test-dev102","102","offline"
"110005883","","110005883","Qcells","Tesla","cb0e6650-2431-4f1b-b548-a808c70e35a1","ChanHyup Kim","chanhyup.kim@qcells.com","501 2nd St San Francisco CA 94107","CA","Demo Installer","True","False","False","","7593","9.02","QCELLS-Q_VOLT_H7_6SX","Qcells","Inverter","Q.VOLT H7.6SX","HybridInverter","No","APPTPO-2344416879","2344416879","offline"
"400005699","","d45c9f12-61f9-4d3a-a630-3522704ce646","Tesla","","","Chivate Yogesh","yogesh@yopmail.com","31755 Alvarado Blvd AV Union City CA 94587","CA","Demo Installer","True","True","False","","325","6.02","ENPHASE_ENERGY_INC_-IQ8M_72_M_US__240V_","Enphase Energy Inc.","MicroInverter","IQ8M-72-M-US [240V]","","No","Tesla_TEST_AVAI_AD_0023","","offline"
"260001021","","260001021","Qcells","","","","","231 Cortland Ave San Francisco CA 94110","CA","Account KR Test","False","False","False","","","","","","","","","No","260001021","","offline"
"200000422","","200000422","Qcells","","","","","New York City Hall Irvine CA 92612","CA","","","False","False","","","","","","","","","No","200000422","","offline"
"200060056","","200060056","Qcells","","","","","New York City Hall New York NY 10007","NY","Qcells","False","False","False","","","","","","","","","No","DEV_ACSGEN2_AD-200060056","","offline"
"200060070","","200060070","Qcells","","","","","New York City Hall New York NY 10007","NY","","","False","False","","","","","","","","","No","DEV_ACSGEN2_AD-200060070","","offline"
"100000371","","100000371","Qcells","","","","","Paseo Park Road Union Park FL 32817","FL","","False","False","False","","","","","","","","","No","100000371","","offline"
"400005884","","cb0e6650-2431-4f1b-b548-a808c70e35a1","Tesla","Enphase","5169992","ChanHyup Kim","chanhyup.kim@qcells.com","501 2nd St San Francisco CA 94107","CA","Demo Installer","True","False","False","","7593","9.02","QCELLS-Q_VOLT_H7_6SX","Qcells","Inverter","Q.VOLT H7.6SX","HybridInverter","No","APPTPO-2344426879","2344426879","offline"
"200060011","","200060011","Qcells","","","","","231 Cortland Ave San Francisco CA 94110","CA","Demo Installer","False","False","False","","","","","","","","","No","DEV_ACSGEN2_AD-200060011","","offline"
"400005343","","0aab7d47-ddaf-4a6e-bbe4-d010ba285555","Tesla","Qcells","S332211111","Boricua Tribu","boricuatribunaltu101_01@yopmail.com","8 Av. de la Constitución Centro Viejo San Juan San Juan PR 00918","PR","Aurora Solar","True","True","False","","","","","","","","","No","APPTPO-250516json4onm2","25051642","offline"
"200000578","","200000578","Qcells","","","","","234 Crooked Creek Pkwy Durham NC 27713","NC","Qcells","False","False","False","","","","","","","","","No","200000578","","offline"
"400005362","","ASSET-20250118-C599","Enphase","","","","","12144 Kay Dr N Florida CA 33772","CA","","","False","False","","","","","","","","","No","ASSET-20250120-C612","","offline"
"100000147","","100000147","Qcells","","","","","- Santa Clara CA 06766","CA","","False","False","False","","","","","","","","","No","100000147","","offline"
"200060016","","200060016","Qcells","","","","","Test patch 3 Street Test 2 patchCity TX 75001","TX","Demo Installer","False","False","False","","","","","","","","","No","DEV_ACSGEN2_AD-200060016","","offline"
"100000170","","100000170","Qcells","","","","","Warburton Avenue Santa Clara CA 06766","CA","","False","False","False","","","","","","","","","No","100000170","","offline"
"200000586","","200000586","Qcells","","","","","Lot 1 Cyberjaya UN 63300","UN","Qcells","False","False","False","","","","","","","","","No","200000586","","offline"
"144562309","","144562309","Qcells","","","","","7027 Shoshone Ave Los Angeles CA 91406","CA","","","False","False","","","","","","","","","No","APPTPO-2505163838","2505163838","offline"
"200000600","","200000600","Qcells","","","","","New York City Hall New York NY 10007","NY","","","False","False","","","","","","","","","No","200000600","","offline"
"100003813","","100003813","Qcells","","","","","- - KS 03088","KS","","","False","False","","","","","","","","","No","100003813","","offline"
"200000532","","200000532","Qcells","","","","","New York City Hall New York NY 10007","NY","Qcells","False","False","False","","","","","","","","","No","200000532","","offline"
"100001600","","100001600","Qcells","","","","","- - UN 04541","UN","","","False","False","","","","","","","","","No","100001600","","offline"
"100003847","","100003847","Qcells","","","","","- - KS 03088","KS","","","False","False","","","","","","","","","No","100003847","","offline"
"200000528","","200000528","Qcells","","","","","New York City Hall New York NY 10007","NY","Qcells","False","False","False","","","","","","","","","No","200000528","","offline"
"400005768","","SSEBJ2HHCC","Qcells","","","ChanHyup Kim","chanhyup.kim@qcells.com","501 2nd St San Francisco CA 94107","CA","Demo Installer","True","True","False","","7593","9.02","QCELLS-Q_VOLT_H7_6SX","Qcells","Inverter","Q.VOLT H7.6SX","HybridInverter","No","APPTPO-2329496102","2329496102","offline"
"400005112","","1122223447","SolarEdge","","","","","26509 Brandywine Dr Menifee CA 92586","CA","","","False","False","","","","","","","","","No","APPTPO-2507168639","2507168639","offline"
"100003820","","100003820","Qcells","","","","","- - KS 03088","KS","","","False","False","","","","","","","","","No","100003820","","offline"
"200000577","","200000577","Qcells","","","","","54346 Walla Walla River Rd Milton-Freewater OR 97862","OR","Qcells","False","False","False","","","","","","","","","No","200000577","","offline"
"400002347","","S123456789","Qcells","","","","","321 Elm Street Los Angeles CA 90001","CA","","","False","False","","","","","","","","","No","APPTPO-2505163079","2505163079","offline"
"400005348","","50000012345","Tesla","","","","","6416 Wilton Dr Fort Worth TX 76133","TX","","","False","False","","","","","","","","","No","400005348","","offline"
"200000132","","200000132","Qcells","","","","","Calle Sta. Clara, 11, 38002 Santa Cruz de Tenerife, Spain Santa Cruz de Tenerife UN 38002","UN","","","False","False","","","","","","","","","No","200000132","","offline"
"200000380","","200000380","Qcells","","","","","New York City Hall New York NY 10007","NY","","False","False","False","","","","","","","","","No","200000380","","offline"
"400005356","","ASSET-20250118-C599","Enphase","","","","","12144 Kay Dr N Florida CA 33772","CA","","False","True","True","b103cd1c-0011-4c7b-9c56-61befbf01bc3","","","","","","","","No","ASSET-20250120-C611","","offline"
"400002255","","S123456789","Qcells","","","","","321 Elm Street Los Angeles CA 90001","CA","","","False","False","","","","","","","","","No","124588","","offline"
"200000549","","200000549","Qcells","","","","","New York City Hall New York NY 10007","NY","gepoy","False","False","False","","","","","","","","","No","200000549","","offline"
"100000559","","100000559","Qcells","","","","","- Santa Clara UN 06766","UN","","","False","False","","","","","","","","","No","100000559","","offline"
"400005752","","SS20240612","Qcells","Tesla","d45c9f12-61f9-4d3a-a630-3522704ce646","Chivate Yogesh","yogesh@yopmail.com","31755 Alvarado Blvd AV Union City FL 94587","FL","Demo Installer","True","True","False","","325","6.02","ENPHASE_ENERGY_INC_-IQ8M_72_M_US__240V_","Enphase Energy Inc.","MicroInverter","IQ8M-72-M-US [240V]","","No","Tesla_TEST_AVAI_AD_0073","","offline"
"200000565","","200000565","Qcells","","","","","New York City Hall New York NY 10007","NY","Qcells","False","False","False","","","","","","","","","No","200000565","","offline"
"200000409","","200000409","Qcells","","","","","New York City Hall Irvine CA 92612","CA","","","False","False","","","","","","","","","No","200000409","","offline"
"400005821","","00555518181841","Tesla","","","","","501 2nd St San Francisco CA 94107","CA","","False","False","False","","","","","","","","","No","400005821","","offline"
"100000155","","100000155","Qcells","","","","","Warburton Avenue Santa Clara CA 06766","CA","","False","False","False","","","","","","","","","No","100000155","","offline"
"100000787","","100000787","Qcells","","","","","Newhall Avenue Santa Clarita CA 91321","CA","","","False","False","","","","","","","","","No","100000787","","offline"
"400005502","","S334234563","Qcells","","","","","7833 Center Pkwy Sacramento CA 95823","CA","","","False","False","","","","","","","","","No","APPTPO-2511179235","2511179235","offline"
"400002257","","S123456789","Qcells","","","","","321 Elm Street Los Angeles CA 90001","CA","","","False","False","","","","","","","","","No","139588","","offline"
"100004067","","100004067","Qcells","","","","","Harrison Street Santa Clara CA 95050","CA","","","False","False","","","","","","","","","No","100004067","","offline"
"200000569","","200000569","Qcells","","","","","New York City Hall New York NY 10007","NY","yoliwe","False","False","False","","","","","","","","","No","200000569","","offline"
"200060033","","200060033","Qcells","","","","","New York City Hall New York NY 10007","NY","","","False","False","","","","","","","","","No","DEV_ACSGEN2_AD-200060033","","offline"
"400005100","","0000000","Enphase","","","","","900 Marry St San Jose CA 95138","CA","","","True","False","","","","","","","","","No","APPTPO-Test-dev2721754934942227","2721754934942227","offline"
"200020051","","200020051","Qcells","","","","","231 Cortland Ave San Francisco CA 94110","CA","","","False","False","","","","","","","","","No","200020051","","offline"
"400005808","","d45c9f12-61f9-4d3a-a630-3522704ce646","Tesla","Enphase","50090070","Chivate Yogesh","yogesh@yopmail.com","31755 Alvarado Blvd AV Union City CA 94587","CA","Demo Installer","False","True","False","","","","","","","","","No","Tesla_TEST_AVAI_AD_0137","","offline"
"200000501","","200000501","Qcells","","","","","New York City Hall New York NY 10007","NY","Qcells","False","False","False","","","","","","","","","No","200000501","","offline"
"100000144","","100000144","Qcells","","","","","- - UN 00000","UN","","False","False","False","","","","","","","","","No","100000144","","offline"
"100000333","","100000333","Qcells","","","","","- Clay CA 95638","CA","","False","False","False","","","","","","","","","No","100000333","","offline"
"400002291","","S123456789","Qcells","","","","","321 Elm Street Los Angeles CA 90001","CA","","","False","False","","","","","","","","","No","125236","","offline"
"100004297","","100004297","Qcells","","","","","- - UN 04541","UN","","","False","False","","","","","","","","","No","100004297","","offline"
"100000679","","100000679","Qcells","","","","","- - CA 06543","CA","","","False","False","","","","","","","","","No","100000679","","offline"
"200060042","","200060042","Qcells","","","","","New York City Hall New York NY 10007","NY","Qcells","False","False","False","","","","","","","","","No","DEV_ACSGEN2_AD-200060042","","offline"
"155000000","","155000000","Qcells","","","","","501 2nd St San Francisco CA 94107","CA","","","False","False","","","","","","","","","No","155000000","","offline"
"100000615","","100000615","Qcells","","","","","- - CA 06766","CA","","","False","False","","","","","","","","","No","100000615","","offline"
"400005678","","00555518181841","Tesla","","","","","501 2nd St San Francisco CA 94107","CA","","","False","False","","","","","","","","","No","400005678","","offline"
"400002256","","S123456789","Qcells","","","","","321 Elm Street Los Angeles CA 90001","CA","","","False","False","","","","","","","","","No","129588","","offline"
"200060014","","200060014","Qcells","","","","","Test patch 3 Street Test 2 patchCity TX 75001","TX","Demo Installer","False","False","False","","","","","","","","","No","DEV_ACSGEN2_AD-200060014","","offline"
"400002403","","SSL99PXUKZ","Qcells","","","ChanHyup Kim","chanhyup.kim@qcells.com","501 2nd St San Francisco CA 94107","CA","Demo Installer","True","True","False","","7593","9.02","QCELLS-Q_VOLT_H7_6SX","Qcells","Inverter","Q.VOLT H7.6SX","HybridInverter","No","APPTPO-2512991239","2512991239","offline"
"400003326","","0000000","Enphase","","","","","900 Marry St San Jose CA 95138","CA","","","False","False","","","","","","","","","No","APPTPO-Test-dev115","115","offline"
"200060048","","200060048","Qcells","","","","","New York City Hall New York NY 10007","NY","Qcells","False","False","False","","","","","","","","","No","DEV_ACSGEN2_AD-200060048","","offline"
"400002397","","S123467821","Qcells","","","Kyle Kuzma","kylekuzmatu101_01@yopmail.com","2023 W 161st St Torrance CA 90504","CA","","True","False","False","","7593","1.2","QCELLS-Q_VOLT_H7_6SX","Qcells","Inverter","Q.VOLT H7.6SX","HybridInverter","No","APPTPO-2506164480","2506164480","offline"
"100004556","","100004556","Qcells","","","","","Montgomery Street San Francisco CA 94111","CA","","","False","False","","","","","","","","","No","100004556","","offline"
"100099908","","100099908","Qcells","Tesla","d45c9f12-61f9-4d3a-a630-3522704ce646","DEVC3 NYM DEVC3 NYM","happy.yunmin@gmail.com","Test patch 3 Street Test 2 patchCity TX 75001","TX","","False","False","False","","7600","0","QCELLS-Q_HOME_CORE_A7_6B13_1","Qcells","Inverter","Q.HOME CORE A7.6B13.1","BatteryInverter","No","ANON-123456ACM8","","offline"
"195422093","","195422093","Qcells","","","","","43228 15th St W Lancaster CA 93534","CA","","","False","False","","","","","","","","","No","APPTPO-2511179993","2511179993","offline"
"100001572","","100001572","Qcells","","","","","- El Dorado AR 71730","AR","","","False","False","","","","","","","","","No","100001572","","offline"
"100004331","","100004331","Qcells","","","","","Vermont St Lawrence KS 66044","KS","","","False","False","","","","","","","","","No","100004331","","offline"
"200000344","","200000344","Qcells","","","","","New York City Hall New York NY 10007","NY","","False","False","False","","","","","","","","","No","200000344","","offline"
"100000173","","100000173","Qcells","","","","","Warburton Avenue Santa Clara CA 06766","CA","","False","False","False","","","","","","","","","No","100000173","","offline"
"200000203","","200000203","Qcells","","","","","76Q5+MG Cartersville GA 30184","GA","","False","False","False","","","","","","","","","No","200000203","","offline"
"200000453","","200000453","Qcells","","","","","New York City Hall New York NY 10007","NY","","","False","False","","","","","","","","","No","200000453","","offline"
"100000786","","100000786","Qcells","","","","","Newhall Avenue Santa Clarita CA 91321","CA","","","False","False","","","","","","","","","No","100000786","","offline"
"200000099","","200000099","Qcells","","","","","123 Irvine CA 92612123","CA","","","False","False","","","","","","","","","No","200000099","","offline"
"200000513","","200000513","Qcells","","","","","1234 E Gun Hill Rd Bronx County NY 10469","NY","Qcells","False","False","False","","","","","","","","","No","200000513","","offline"
"200000466","","200000466","Qcells","","","","","New York City Hall New York NY 10007","NY","","","False","False","","","","","","","","","No","200000466","","offline"
"100003834","","100003834","Qcells","","","","","- - UN 04541","UN","","","False","False","","","","","","","","","No","100003834","","offline"
"400002153","","4344575Ericka","SolarEdge","","","","","7890 Cedar Rd Fresno CA 93701","CA","","","False","False","","","","","","","","","No","400002153","","offline"
"400003367","","0000000","Enphase","","","","","900 Marry St San Jose CA 95138","CA","","","False","False","","","","","","","","","No","APPTPO-Test-dev156","156","offline"
"400005750","","SS20240612","Qcells","Tesla","d45c9f12-61f9-4d3a-a630-3522704ce646","Chivate Yogesh","yogesh@yopmail.com","31755 Alvarado Blvd AV Union City FL 94587","FL","Demo Installer","True","True","False","","325","6.02","ENPHASE_ENERGY_INC_-IQ8M_72_M_US__240V_","Enphase Energy Inc.","MicroInverter","IQ8M-72-M-US [240V]","","No","Tesla_TEST_AVAI_AD_0071","","offline"
"100001526","","100001526","Qcells","","","","","Murica Aisle Irvine CA 92614","CA","","","False","False","","","","","","","","","No","100001526","","offline"
"100004332","","100004332","Qcells","","","","","Vermont St Lawrence KS 66044","KS","","","False","False","","","","","","","","","No","100004332","","offline"
"200000459","","200000459","Qcells","","","","","New York City Hall New York NY 10007","NY","","","False","False","","","","","","","","","No","200000459","","offline"
"100000546","","100000546","Qcells","","","","","Warburton Avenue Santa Clara CA 06766","CA","","False","False","False","","","","","","","","","No","100000546","","offline"
"400002315","","3955874","SolarEdge","","","","","7890 Cedar Rd Fresno CA 93701","CA","","","False","False","","","","","","","","","No","400002315","","offline"
"100004444","","100004444","Qcells","","","Jiungshintest Jiungshintest","jiung.shin22@qcells.com","Oak Street Kansas City MO 64106","MO","","False","False","False","","7600","0","QCELLS-Q_HOME_CORE_A7_6B13_1","Qcells","Inverter","Q.HOME CORE A7.6B13.1","BatteryInverter","No","100004444","","offline"
"400002263","","S123456789","Qcells","","","","","321 Elm Street Los Angeles CA 90001","CA","","","False","False","","","","","","","","","No","134897","","offline"
"200020040","","200020040","Qcells","","","","","Test street info Test patchCity TX 75001","TX","","","False","False","","","","","","","","","No","200020040","","offline"
"100000407","","100000407","Qcells","","","","","- - UN 04541","UN","","False","False","False","","","","","","","","","No","100000407","","offline"
"100000150","","100000150","Qcells","","","","","- Union Park FL 83833938","FL","","False","False","False","","","","","","","","","No","100000150","","offline"
"100001642","","100001642","Qcells","","","","","- - UN 04541","UN","","","False","False","","","","","","","","","No","100001642","","offline"
"400002250","","S123456789","Qcells","","","","","321 Elm Street Los Angeles CA 90001","CA","","","False","False","","","","","","","","","No","927654","","offline"
"100000553","","100000553","Qcells","","","","","Vermont Street Lawrence KS 03088","KS","","False","False","False","","","","","","","","","No","100000553","","offline"
"400005383","","SS188K901J","Qcells","","","","","501 2nd St San Francisco CA 94102","CA","","False","True","True","628acb4f-2acc-4d1b-bda0-a458fe2d4075","","","","","","","","No","ASSET-20250120-C777","","offline"
"100004424","","100004424","Qcells","","","","","- San Francisco CA 94108","CA","","","False","False","","","","","","","","","No","100004424","","offline"
"200020022","","200020022","Qcells","","","","","31755 Alvarado Blvd AV Union City CA 94587","CA","","","False","False","","","","","","","","","No","TESLA_Test_AV_LS_1051","","offline"
"200000517","","200000517","Qcells","","","","","4561 W Colorado Blvd Los Angeles CA 90039","CA","Qcells","False","False","False","","","","","","","","","No","200000517","","offline"
"100003846","","100003846","Qcells","","","","","- - KS 03088","KS","","","False","False","","","","","","","","","No","100003846","","offline"
"110005886","","110005886","Qcells","Qcells","SSNENXZHQF","ChanHyup Kim","chanhyup.kim@qcells.com","501 2nd St San Francisco CA 94107","CA","Demo Installer","True","False","False","","7593","9.02","QCELLS-Q_VOLT_H7_6SX","Qcells","Inverter","Q.VOLT H7.6SX","HybridInverter","No","APPTPO-2344416882","2344416882","offline"
"100004409","","100004409","Qcells","","","","","Oak Street Kansas City MO 64106","MO","","","False","False","","","","","","","","","No","100004409","","offline"
"200000174","","200000174","Qcells","","","","","76Q5+MG Cartersville GA 30184","GA","","False","False","False","","","","","","","","","No","200000174","","offline"
"200000530","","200000530","Qcells","","","","","New York City Hall New York NY 10007","NY","Qcells","False","False","False","","","","","","","","","No","200000530","","offline"
"400003423","","SSL49PRQAC","Qcells","","","ChanHyup Kim","chanhyup.kim@qcells.com","501 2nd St San Francisco CA 94107","CA","Demo Installer","True","True","False","","7593","9.02","QCELLS-Q_VOLT_H7_6SX","Qcells","Inverter","Q.VOLT H7.6SX","HybridInverter","No","APPTPO-2519991455","2519991455","offline"
"400005101","","115567818","SolarEdge","","","","","31542 Railroad Canyon Rd Canyon Lake CA 92587","CA","","","False","False","","","","","","","","","No","APPTPO-2508170559","2508170559","offline"
"200000413","","200000413","Qcells","","","","","New York City Hall New York NY 10007","NY","","","False","False","","","","","","","","","No","200000413","","offline"
"200000423","","200000423","Qcells","","","","","New York City Hall Irvine CA 92612","CA","","","False","False","","","","","","","","","No","200000423","","offline"
"200000571","","200000571","Qcells","","","","","New York City Hall New York NY 10007","NY","Dimension","False","False","False","","","","","","","","","No","200000571","","offline"
